v,k,t,size,low_bd,schoenheim,gap,gap_schoenheim,"C(v,t)","C(k,t)",last_improvement,years_stale,n_improvements,eligible,sweet
32,21,5,30,20,17,10,13,201376,20349,2009-01-06,17.1,2,1,1
33,21,5,34,24,19,10,15,237336,20349,2009-01-21,17.1,2,1,1
42,13,3,58,49,46,9,12,11480,286,2009-01-20,17.1,2,1,1
34,18,5,62,53,53,9,9,278256,8568,2009-01-22,17.1,2,1,1
34,22,5,30,21,17,9,13,278256,26334,2009-01-21,17.1,1,1,1
37,24,5,33,24,17,9,16,435897,42504,2009-02-03,17.1,3,1,1
43,13,3,61,53,47,8,14,12341,286,2009-01-10,17.1,2,1,1
47,15,3,52,44,44,8,8,16215,455,2009-01-22,17.1,3,1,1
41,24,4,24,16,12,8,12,101270,10626,2009-01-22,17.1,2,1,1
28,18,5,32,24,19,8,13,98280,8568,2009-01-21,17.1,5,1,1
29,19,5,30,22,17,8,13,118755,11628,2009-01-06,17.1,5,1,1
31,20,5,32,24,19,8,13,169911,15504,2009-01-29,17.1,3,1,1
35,23,5,28,20,17,8,11,324632,33649,2009-02-08,17.1,3,1,1
34,11,3,51,44,44,7,7,5984,165,2009-02-02,17.1,2,1,1
29,17,4,23,16,12,7,11,23751,2380,2009-01-05,17.1,2,1,1
33,20,4,22,15,12,7,10,40920,4845,2009-01-07,17.1,3,1,1
38,22,4,23,16,14,7,9,73815,7315,2009-01-06,17.1,1,1,1
39,22,4,28,21,15,7,13,82251,7315,2009-01-21,17.1,3,1,1
41,23,4,28,21,15,7,13,101270,8855,2009-01-21,17.1,2,1,1
43,24,4,28,21,15,7,13,123410,10626,2009-01-22,17.1,4,1,1
33,22,5,27,20,17,7,10,237336,26334,2009-02-04,17.1,2,1,1
34,23,5,24,17,17,7,7,278256,33649,2009-02-08,17.1,3,1,1
36,24,5,24,17,17,7,7,376992,42504,2009-01-06,17.1,1,1,1
34,10,3,68,62,51,6,17,5984,120,2009-01-21,17.1,3,1,1
41,17,3,28,22,20,6,8,10660,680,2009-01-10,17.1,2,1,1
45,18,3,31,25,20,6,11,14190,816,2009-01-08,17.1,1,1,1
46,18,3,32,26,21,6,11,15180,816,2009-01-21,17.1,4,1,1
55,22,3,31,25,20,6,11,26235,1540,2009-01-21,17.1,3,1,1
33,18,4,28,22,15,6,13,40920,3060,2009-01-07,17.1,2,1,1
35,20,4,26,20,14,6,12,52360,4845,2009-01-12,17.1,4,1,1
35,21,4,21,15,12,6,9,52360,5985,2009-01-06,17.1,2,1,1
37,22,4,22,16,12,6,10,66045,7315,2009-01-12,17.1,2,1,1
40,22,4,28,22,15,6,13,91390,7315,2009-01-21,17.1,2,1,1
38,23,4,21,15,12,6,9,73815,8855,2009-01-12,17.1,2,1,1
39,23,4,22,16,12,6,10,82251,8855,2009-01-12,17.1,2,1,1
44,24,4,28,22,15,6,13,135751,10626,2009-01-05,17.1,1,1,1
28,19,5,23,17,17,6,6,98280,11628,2009-02-04,17.1,3,1,1
31,21,5,23,17,17,6,6,169911,20349,2009-01-24,17.1,2,1,1
25,6,3,130,125,121,5,9,2300,20,2009-01-21,17.1,2,1,1
43,12,3,77,72,72,5,5,12341,220,2009-01-21,17.1,4,1,1
35,14,3,30,25,20,5,10,6545,364,2009-01-10,17.1,2,1,1
37,14,3,35,30,24,5,11,7770,364,2009-01-22,17.1,4,1,1
39,15,3,34,29,24,5,10,9139,455,2009-01-06,17.1,1,1,1
46,15,3,48,43,40,5,8,15180,455,2009-01-22,17.1,3,1,1
38,16,3,27,22,19,5,8,8436,560,2009-01-21,17.1,5,1,1
44,17,3,34,29,24,5,10,13244,680,2009-01-18,17.1,4,1,1
41,18,3,24,19,19,5,5,10660,816,2009-01-10,17.1,2,1,1
43,18,3,27,22,20,5,7,12341,816,2009-01-20,17.1,2,1,1
48,18,3,35,30,24,5,11,17296,816,2009-01-21,17.1,2,1,1
46,20,3,24,19,19,5,5,15180,1140,2009-01-21,17.1,2,1,1
50,20,3,30,25,20,5,10,19600,1140,2009-01-07,17.1,1,1,1
53,20,3,35,30,24,5,11,23426,1140,2009-01-21,17.1,5,1,1
54,20,3,35,30,25,5,10,24804,1140,2009-01-08,17.1,1,1,1
48,21,3,24,19,19,5,5,17296,1330,2009-01-10,17.1,1,1,1
49,21,3,24,19,19,5,5,18424,1330,2009-01-22,17.1,3,1,1
51,21,3,27,22,20,5,7,20825,1330,2009-01-10,17.1,2,1,1
56,21,3,35,30,24,5,11,27720,1330,2009-01-22,17.1,4,1,1
57,21,3,35,30,25,5,10,29260,1330,2009-01-21,17.1,2,1,1
59,21,3,39,34,26,5,13,32509,1330,2009-01-31,17.1,4,1,1
50,22,3,23,18,16,5,7,19600,1540,2009-01-05,17.1,1,1,1
53,22,3,27,22,20,5,7,23426,1540,2009-01-05,17.1,1,1,1
56,22,3,31,26,21,5,10,27720,1540,2009-01-05,17.1,1,1,1
55,24,3,24,19,19,5,5,26235,2024,2009-01-21,17.1,3,1,1
56,24,3,24,19,19,5,5,27720,2024,2009-01-06,17.1,1,1,1
58,24,3,27,22,20,5,7,30856,2024,2009-01-21,17.1,2,1,1
30,17,4,26,21,15,5,11,27405,2380,2009-01-06,17.1,3,1,1
30,18,4,20,15,12,5,8,27405,3060,2009-01-20,17.1,4,1,1
32,18,4,26,21,15,5,11,35960,3060,2009-01-20,17.1,4,1,1
33,19,4,25,20,14,5,11,40920,3876,2009-01-12,17.1,3,1,1
35,19,4,28,23,15,5,13,52360,3876,2009-01-07,17.1,3,1,1
34,21,4,20,15,12,5,8,46376,5985,2009-01-06,17.1,4,1,1
40,24,4,20,15,12,5,8,91390,10626,2009-01-05,17.1,1,1,1
27,18,5,25,20,17,5,8,80730,8568,2009-01-08,17.1,2,1,1
29,20,5,21,16,14,5,7,118755,15504,2009-02-04,17.1,5,1,1
30,21,5,20,15,12,5,8,142506,20349,2009-01-21,17.1,2,1,1
32,22,5,20,15,14,5,6,201376,26334,2009-02-03,17.1,2,1,1
35,24,5,22,17,14,5,8,324632,42504,2009-02-03,17.1,3,1,1
33,14,3,26,22,19,4,7,5456,364,2009-01-20,17.1,3,1,1
36,14,3,33,29,24,4,9,7140,364,2009-01-10,17.1,3,1,1
38,17,3,22,18,16,4,6,8436,680,2009-01-18,17.1,3,1,1
40,18,3,21,17,16,4,5,9880,816,2009-01-21,17.1,6,1,1
50,18,3,38,34,25,4,13,19600,816,2009-01-10,17.1,2,1,1
49,20,3,29,25,20,4,9,18424,1140,2009-01-10,17.1,2,1,1
52,21,3,29,25,20,4,9,22100,1330,2009-01-10,17.1,2,1,1
58,22,3,33,29,24,4,9,30856,1540,2009-01-21,17.1,3,1,1
60,22,3,37,33,25,4,12,34220,1540,2009-01-21,17.1,3,1,1
53,24,3,21,17,16,4,5,23426,2024,2009-01-21,17.1,4,1,1
36,20,4,26,22,15,4,11,58905,4845,2009-01-21,17.1,2,1,1
33,21,4,17,13,11,4,6,40920,5985,2009-01-08,17.1,2,1,1
37,21,4,25,21,15,4,10,66045,5985,2009-01-11,17.1,1,1,1
35,22,4,19,15,12,4,7,52360,7315,2009-01-11,17.1,1,1,1
36,22,4,19,15,12,4,7,58905,7315,2009-01-13,17.1,2,1,1
37,23,4,19,15,12,4,7,66045,8855,2009-01-21,17.1,3,1,1
38,24,4,17,13,12,4,5,73815,10626,2009-01-07,17.1,1,1,1
42,24,4,24,20,14,4,10,111930,10626,2009-01-21,17.1,3,1,1
26,18,5,19,15,13,4,6,65780,8568,2009-01-21,17.1,3,1,1
33,23,5,19,15,12,4,7,237336,33649,2009-02-03,17.1,2,1,1
31,12,3,32,29,24,3,8,4495,220,2009-01-21,17.1,6,1,1
44,12,3,77,74,74,3,3,13244,220,2009-01-10,17.1,1,1,1
33,15,3,20,17,16,3,4,5456,455,2009-01-21,17.1,3,1,1
35,16,3,20,17,16,3,4,6545,560,2009-01-13,17.1,4,1,1
36,16,3,21,18,16,3,5,7140,560,2009-01-21,17.1,3,1,1
39,16,3,28,25,20,3,8,9139,560,2009-01-20,17.1,4,1,1
40,16,3,28,25,20,3,8,9880,560,2009-01-20,17.1,2,1,1
47,16,3,42,39,39,3,3,16215,560,2009-01-22,17.1,4,1,1
49,17,3,39,36,35,3,4,18424,680,2009-01-18,17.1,4,1,1
42,18,3,24,21,19,3,5,11480,816,2009-01-10,17.1,1,1,1
44,18,3,28,25,20,3,8,13244,816,2009-01-05,17.1,1,1,1
46,19,3,28,25,20,3,8,15180,969,2009-01-20,17.1,2,1,1
54,19,3,39,36,35,3,4,24804,969,2009-01-22,17.1,3,1,1
55,20,3,36,33,25,3,11,26235,1140,2009-01-22,17.1,4,1,1
54,24,3,21,18,16,3,5,24804,2024,2009-01-21,17.1,4,1,1
59,24,3,28,25,20,3,8,32509,2024,2009-01-21,17.1,3,1,1
60,24,3,28,25,20,3,8,34220,2024,2009-01-20,17.1,2,1,1
32,20,4,18,15,12,3,6,35960,4845,2009-01-20,17.1,2,1,1
33,22,4,14,11,11,3,3,40920,7315,2009-01-12,17.1,4,1,1
35,23,4,14,11,11,3,3,52360,8855,2009-01-11,17.1,1,1,1
36,23,4,18,15,11,3,7,58905,8855,2009-01-11,17.1,1,1,1
39,24,4,18,15,12,3,6,82251,10626,2009-01-12,17.1,2,1,1
46,24,4,30,27,23,3,7,163185,10626,2009-01-13,17.1,2,1,1
25,17,5,20,17,17,3,3,53130,6188,2009-01-29,17.1,5,1,1
38,13,3,40,38,38,2,2,8436,286,2009-01-20,17.1,3,1,1
34,14,3,27,25,20,2,7,5984,364,2009-01-10,17.1,3,1,1
38,14,3,35,33,25,2,10,8436,364,2009-01-21,17.1,6,1,1
42,14,3,44,42,39,2,5,11480,364,2009-02-02,17.1,3,1,1
43,15,3,40,38,35,2,5,12341,455,2009-01-22,17.1,5,1,1
44,15,3,41,39,39,2,2,13244,455,2009-01-22,17.1,6,1,1
34,16,3,17,15,15,2,2,5984,560,2009-01-13,17.1,4,1,1
29,17,3,11,9,7,2,4,3654,680,2009-01-21,17.1,2,1,1
32,17,3,14,12,8,2,6,4960,680,2009-01-21,17.1,3,1,1
36,17,3,17,15,15,2,2,7140,680,2009-01-18,17.1,4,1,1
37,17,3,18,16,16,2,2,7770,680,2009-01-18,17.1,4,1,1
31,18,3,11,9,7,2,4,4495,816,2009-01-20,17.1,3,1,1
32,19,3,11,9,7,2,4,4960,969,2009-01-20,17.1,2,1,1
33,19,3,11,9,7,2,4,5456,969,2009-01-20,17.1,4,1,1
55,19,3,39,37,35,2,4,26235,969,2009-01-22,17.1,4,1,1
35,20,3,11,9,7,2,4,6545,1140,2009-01-08,17.1,5,1,1
44,20,3,19,17,16,2,3,13244,1140,2009-01-07,17.1,1,1,1
47,20,3,24,22,19,2,5,16215,1140,2009-01-22,17.1,2,1,1
48,20,3,24,22,20,2,4,17296,1140,2009-01-21,17.1,4,1,1
56,20,3,36,34,26,2,10,27720,1140,2009-01-21,17.1,2,1,1
37,21,3,11,9,8,2,3,7770,1330,2009-01-20,17.1,2,1,1
37,22,3,11,9,7,2,4,7770,1540,2009-01-20,17.1,3,1,1
38,22,3,11,9,7,2,4,8436,1540,2009-01-20,17.1,3,1,1
54,22,3,27,25,20,2,7,24804,1540,2009-01-05,17.1,1,1,1
39,23,3,11,9,7,2,4,9139,1771,2009-01-10,17.1,2,1,1
41,24,3,11,9,7,2,4,10660,2024,2009-01-11,17.1,1,1,1
46,24,3,14,12,8,2,6,15180,2024,2009-01-10,17.1,1,1,1
28,18,4,16,14,11,2,5,20475,3060,2009-01-21,17.1,4,1,1
29,19,4,15,13,11,2,4,23751,3876,2009-01-12,17.1,3,1,1
32,21,4,15,13,11,2,4,35960,5985,2009-01-05,17.1,3,1,1
34,22,4,15,13,11,2,4,46376,7315,2009-01-12,17.1,2,1,1
27,19,5,17,15,12,2,5,80730,11628,2009-01-05,17.1,2,1,1
31,23,5,13,11,10,2,3,169911,33649,2009-01-22,17.1,2,1,1
32,23,5,16,14,12,2,4,201376,33649,2009-01-23,17.1,3,1,1
33,24,5,15,13,10,2,5,237336,42504,2009-02-04,17.1,2,1,1
34,24,5,17,15,12,2,5,278256,42504,2009-01-21,17.1,1,1,1
21,11,3,14,13,12,1,2,1330,165,2009-01-05,17.1,2,1,1
39,13,3,40,39,39,1,1,9139,286,2009-01-20,17.1,3,1,1
41,14,3,40,39,39,1,1,10660,364,2009-01-20,17.1,2,1,1
28,17,3,10,9,7,1,3,3276,680,2009-01-20,17.1,3,1,1
34,17,3,15,14,14,1,1,5984,680,2009-01-08,17.1,3,1,1
30,18,3,10,9,7,1,3,4060,816,2009-01-20,17.1,3,1,1
34,18,3,13,12,8,1,5,5984,816,2009-01-20,17.1,2,1,1
52,18,3,39,38,35,1,4,22100,816,2009-01-21,17.1,4,1,1
35,19,3,13,12,8,1,5,6545,969,2009-01-20,17.1,3,1,1
38,19,3,15,14,14,1,1,8436,969,2009-01-10,17.1,2,1,1
33,20,3,10,9,7,1,3,5456,1140,2009-01-10,17.1,3,1,1
35,21,3,10,9,7,1,3,6545,1330,2009-01-22,17.1,2,1,1
39,21,3,13,12,8,1,5,9139,1330,2009-01-21,17.1,3,1,1
40,22,3,12,11,8,1,4,9880,1540,2009-01-21,17.1,3,1,1
41,22,3,13,12,8,1,5,10660,1540,2009-01-11,17.1,3,1,1
37,23,3,9,8,7,1,2,7770,1771,2009-01-11,17.1,1,1,1
38,23,3,10,9,7,1,3,8436,1771,2009-01-10,17.1,2,1,1
46,23,3,15,14,14,1,1,15180,1771,2009-01-10,17.1,1,1,1
39,24,3,9,8,7,1,2,9139,2024,2009-01-10,17.1,2,1,1
45,24,3,13,12,8,1,5,14190,2024,2009-01-08,17.1,1,1,1
27,18,4,12,11,11,1,1,17550,3060,2009-01-21,17.1,3,1,1
34,18,4,28,27,23,1,5,46376,3060,2009-01-07,17.1,3,1,1
28,19,4,12,11,9,1,3,20475,3876,2009-01-21,17.1,3,1,1
34,23,4,12,11,9,1,3,46376,8855,2009-01-11,17.1,1,1,1
35,24,4,11,10,8,1,3,52360,10626,2009-01-11,17.1,1,1,1
47,24,4,30,29,28,1,2,178365,10626,2009-01-12,17.1,2,1,1
24,18,5,12,11,10,1,2,42504,8568,2009-01-21,17.1,2,1,1
26,19,5,14,13,10,1,4,65780,11628,2009-01-29,17.1,2,1,1
29,21,5,14,13,10,1,4,118755,20349,2009-01-06,17.1,1,1,1
29,22,5,12,11,10,1,2,118755,26334,2009-01-22,17.1,1,1,1
30,23,5,11,10,8,1,3,142506,33649,2009-01-26,17.1,3,1,1
31,24,5,11,10,8,1,3,169911,42504,2009-01-31,17.1,2,1,1
32,24,5,12,11,10,1,2,201376,42504,2009-01-21,17.1,2,1,1
46,14,5,1948,845,845,1103,1103,1370754,2002,2009-02-18,17.0,2,1,1
57,13,3,143,119,106,24,37,29260,286,2009-02-17,17.0,3,1,1
58,13,3,149,130,130,19,19,30856,286,2009-02-17,17.0,4,1,1
47,13,3,82,73,73,9,9,16215,286,2009-02-17,17.0,2,1,1
56,7,3,1009,808,808,201,201,27720,35,2009-04-16,16.9,2,1,1
48,5,3,1957,1806,1805,151,152,17296,10,2009-04-04,16.9,8,1,1
56,8,3,585,497,497,88,88,27720,56,2009-04-16,16.9,5,1,1
39,7,3,331,285,285,46,46,9139,35,2009-03-24,16.9,7,1,1
24,8,4,226,189,189,37,37,10626,70,2009-04-16,16.9,8,1,1
31,9,3,73,66,66,7,7,4495,84,2009-04-21,16.9,3,1,1
47,7,3,589,464,464,125,125,16215,35,2009-05-05,16.8,6,1,1
20,5,4,1068,1028,1028,40,40,4845,5,2009-05-30,16.8,10,1,1
55,8,3,573,482,482,91,91,26235,56,2009-07-02,16.7,5,1,1
47,8,3,345,312,312,33,33,16215,56,2009-07-02,16.7,5,1,1
27,10,4,129,103,103,26,26,17550,210,2009-06-08,16.7,9,1,1
50,22,4,66,44,44,22,22,230300,7315,2009-06-13,16.7,3,1,1
30,11,4,133,112,104,21,29,27405,330,2009-06-08,16.7,6,1,1
39,9,3,146,126,126,20,20,9139,84,2009-07-02,16.7,7,1,1
38,9,3,138,119,119,19,19,8436,84,2009-07-02,16.7,4,1,1
29,16,5,59,46,42,13,17,118755,4368,2009-06-08,16.7,5,1,1
41,12,3,73,62,52,11,21,10660,220,2009-07-02,16.7,5,1,1
23,10,4,74,63,46,11,28,8855,210,2009-06-08,16.7,6,1,1
25,11,4,66,55,46,11,20,12650,330,2009-06-08,16.7,8,1,1
40,12,3,67,57,50,10,17,9880,220,2009-07-02,16.7,6,1,1
23,14,5,42,32,20,10,22,33649,2002,2009-06-08,16.7,6,1,1
36,11,3,65,56,46,9,19,7140,165,2009-07-02,16.7,3,1,1
37,12,3,51,44,44,7,7,7770,220,2009-07-02,16.7,4,1,1
33,11,3,46,42,39,4,7,5456,165,2009-07-02,16.7,4,1,1
34,12,3,39,37,34,2,5,5984,220,2009-07-02,16.7,4,1,1
36,12,3,40,39,39,1,1,7140,220,2009-07-02,16.7,3,1,1
45,8,3,326,287,287,39,39,14190,56,2009-07-06,16.6,7,1,1
48,8,3,349,324,324,25,25,17296,56,2009-07-06,16.6,6,1,1
29,6,3,217,194,194,23,23,3654,20,2009-08-07,16.6,7,1,1
29,7,3,132,116,116,16,16,3654,35,2009-08-10,16.6,8,1,1
28,6,3,185,178,178,7,7,3276,20,2009-08-07,16.6,4,1,1
35,12,3,40,38,38,2,2,6545,220,2009-07-06,16.6,3,1,1
21,7,5,1279,1032,1032,247,247,20349,21,2009-08-28,16.5,12,1,1
44,5,3,1469,1329,1329,140,140,13244,10,2009-08-15,16.5,6,1,1
32,5,3,568,500,500,68,68,4960,10,2009-08-17,16.5,7,1,1
35,16,5,158,110,97,48,61,324632,4368,2009-09-16,16.5,7,1,1
32,13,4,96,72,60,24,36,35960,715,2009-09-16,16.5,8,1,1
32,18,5,56,40,27,16,29,201376,8568,2009-09-16,16.5,4,1,1
31,18,5,52,37,26,15,26,169911,8568,2009-09-16,16.5,5,1,1
32,19,5,47,32,24,15,23,201376,11628,2009-09-16,16.5,5,1,1
31,14,4,60,47,43,13,17,31465,1001,2009-09-16,16.5,4,1,1
28,7,3,120,108,108,12,12,3276,35,2009-08-13,16.5,11,1,1
32,15,4,49,39,35,10,14,35960,1365,2009-09-16,16.5,4,1,1
31,17,4,28,22,15,6,13,31465,2380,2009-09-16,16.5,3,1,1
32,19,4,22,16,12,6,10,35960,3876,2009-09-16,16.5,5,1,1
32,9,3,77,72,72,5,5,4960,84,2009-09-16,16.5,3,1,1
31,18,4,24,19,14,5,10,31465,3060,2009-09-16,16.5,2,1,1
31,19,4,19,15,12,4,7,31465,3876,2009-09-16,16.5,4,1,1
32,14,3,22,19,19,3,3,4960,364,2009-09-16,16.5,3,1,1
31,20,4,16,13,11,3,5,31465,4845,2009-09-16,16.5,2,1,1
32,17,4,29,27,23,2,6,35960,2380,2009-09-16,16.5,2,1,1
36,7,3,256,211,211,45,45,7140,35,2009-10-04,16.4,5,1,1
25,12,5,133,96,88,37,45,53130,792,2009-09-25,16.4,10,1,1
33,16,5,111,81,73,30,38,237336,4368,2009-09-17,16.4,2,1,1
30,17,5,56,39,27,17,29,142506,6188,2009-10-19,16.4,3,1,1
33,19,5,51,37,27,14,24,237336,11628,2009-10-19,16.4,5,1,1
38,12,3,54,45,45,9,9,8436,220,2009-10-09,16.4,5,1,1
39,12,3,57,49,46,8,11,9139,220,2009-10-09,16.4,7,1,1
48,23,3,16,15,15,1,1,17296,1771,2009-10-06,16.4,3,1,1
49,23,3,16,15,15,1,1,18424,1771,2009-10-06,16.4,2,1,1
47,5,3,1820,1627,1627,193,193,16215,10,2009-11-02,16.3,14,1,1
29,7,4,880,738,738,142,142,23751,35,2009-11-19,16.3,9,1,1
45,5,3,1582,1485,1485,97,97,14190,10,2009-10-31,16.3,9,1,1
46,8,3,336,299,299,37,37,15180,56,2009-10-31,16.3,7,1,1
49,10,3,198,172,157,26,41,18424,120,2009-10-27,16.3,5,1,1
29,18,5,39,25,20,14,19,118755,8568,2009-11-05,16.3,5,1,1
27,17,5,36,24,20,12,16,80730,6188,2009-11-05,16.3,4,1,1
52,8,3,437,429,429,8,8,22100,56,2009-11-04,16.3,3,1,1
29,18,4,18,15,12,3,6,23751,3060,2009-11-05,16.3,4,1,1
37,24,4,16,13,11,3,5,66045,10626,2009-11-05,16.3,5,1,1
30,19,4,17,15,12,2,5,27405,3876,2009-11-05,16.3,3,1,1
41,24,5,51,35,24,16,27,749398,42504,2010-02-05,16.1,3,1,1
24,7,3,76,69,69,7,7,2024,35,2010-02-06,16.1,9,1,1
33,16,4,39,32,31,7,8,40920,1820,2010-02-05,16.1,4,1,1
40,23,4,26,20,14,6,12,91390,8855,2010-02-05,16.1,3,1,1
34,17,4,34,30,30,4,4,46376,2380,2010-02-05,16.1,6,1,1
35,18,4,32,28,28,4,4,52360,3060,2010-02-05,16.1,3,1,1
36,18,4,33,30,30,3,3,58905,3060,2010-02-05,16.1,3,1,1
37,19,4,31,28,28,3,3,66045,3876,2010-02-05,16.1,5,1,1
33,16,3,16,15,15,1,1,5456,560,2010-02-05,16.1,4,1,1
48,10,3,192,164,154,28,38,17296,120,2010-02-16,16.0,11,1,1
56,24,4,73,52,47,21,26,367290,10626,2010-02-22,16.0,3,1,1
51,16,3,57,45,45,12,12,20825,560,2010-03-01,16.0,6,1,1
48,15,3,55,45,45,10,10,17296,455,2010-02-21,16.0,6,1,1
37,18,4,40,32,31,8,9,66045,3060,2010-02-12,16.0,4,1,1
42,16,3,34,29,24,5,10,11480,560,2010-03-10,16.0,5,1,1
45,17,3,35,30,24,5,11,14190,680,2010-03-10,16.0,4,1,1
47,19,3,30,25,20,5,10,16215,969,2010-03-10,16.0,5,1,1
57,19,3,44,39,39,5,5,29260,969,2010-03-10,16.0,3,1,1
38,15,3,32,28,21,4,11,8436,455,2010-03-01,16.0,4,1,1
41,15,3,37,33,25,4,12,10660,455,2010-03-10,16.0,6,1,1
41,16,3,33,29,21,4,12,10660,560,2010-03-12,16.0,8,1,1
49,18,3,37,33,25,4,12,18424,816,2010-03-10,16.0,5,1,1
42,19,3,21,17,16,4,5,11480,969,2010-02-19,16.0,3,1,1
43,19,3,22,18,16,4,6,12341,969,2010-02-19,16.0,2,1,1
42,21,4,34,30,30,4,4,111930,5985,2010-03-01,16.0,7,1,1
48,16,3,43,40,39,3,4,17296,560,2010-02-19,16.0,3,1,1
49,16,3,44,41,40,3,4,18424,560,2010-02-19,16.0,4,1,1
56,19,3,42,39,39,3,3,27720,969,2010-03-10,16.0,3,1,1
45,15,3,42,40,39,2,3,14190,455,2010-02-21,16.0,7,1,1
43,16,3,35,33,25,2,10,12341,560,2010-03-10,16.0,4,1,1
36,19,3,14,12,8,2,6,7140,969,2010-02-25,16.0,3,1,1
40,19,3,17,15,15,2,2,9880,969,2010-02-22,16.0,4,1,1
41,19,3,18,16,16,2,2,10660,969,2010-02-19,16.0,4,1,1
41,21,4,31,29,28,2,3,101270,5985,2010-02-12,16.0,6,1,1
37,20,3,13,12,8,1,5,7770,1140,2010-02-22,16.0,3,1,1
50,19,3,35,29,24,6,11,19600,969,2010-04-22,15.9,7,1,1
33,13,3,31,26,21,5,10,5456,286,2010-04-21,15.9,3,1,1
53,23,3,24,19,19,5,5,23426,1771,2010-04-22,15.9,5,1,1
52,19,3,37,33,25,4,12,22100,969,2010-04-22,15.9,5,1,1
50,23,3,20,16,16,4,4,19600,1771,2010-04-01,15.9,4,1,1
51,23,3,21,17,16,4,5,20825,1771,2010-04-01,15.9,8,1,1
57,24,3,26,22,19,4,7,29260,2024,2010-04-01,15.9,2,1,1
51,17,3,43,40,39,3,4,20825,680,2010-04-01,15.9,5,1,1
47,22,3,18,15,15,3,3,16215,1540,2010-04-01,15.9,2,1,1
48,22,3,19,16,16,3,3,17296,1540,2010-04-01,15.9,2,1,1
54,23,3,25,22,19,3,6,24804,1771,2010-04-22,15.9,2,1,1
43,20,3,18,16,16,2,2,12341,1140,2010-04-01,15.9,2,1,1
44,23,3,14,12,8,2,6,13244,1771,2010-04-04,15.9,3,1,1
52,24,3,17,16,16,1,1,22100,2024,2010-04-22,15.9,4,1,1
56,18,4,210,144,144,66,66,367290,3060,2010-04-27,15.8,3,1,1
54,18,4,141,126,123,15,18,316251,3060,2010-04-24,15.8,6,1,1
59,22,3,36,30,25,6,11,32509,1540,2010-05-22,15.8,3,1,1
44,14,3,49,44,44,5,5,13244,364,2010-05-22,15.8,6,1,1
52,17,3,45,41,40,4,5,22100,680,2010-05-22,15.8,6,1,1
58,21,3,38,34,25,4,13,30856,1330,2010-05-22,15.8,5,1,1
57,7,3,1061,839,839,222,222,29260,35,2010-06-29,15.7,2,1,1
58,7,3,1136,945,945,191,191,30856,35,2010-06-29,15.7,4,1,1
59,7,3,1166,978,978,188,188,32509,35,2010-06-29,15.7,4,1,1
60,7,3,1196,1012,1012,184,184,34220,35,2010-06-29,15.7,5,1,1
38,6,3,510,425,425,85,85,8436,20,2010-06-05,15.7,4,1,1
46,7,3,530,447,447,83,83,15180,35,2010-06-29,15.7,3,1,1
57,19,4,183,132,123,51,60,395010,3876,2010-06-02,15.7,7,1,1
60,23,4,122,79,66,43,56,487635,8855,2010-06-02,15.7,5,1,1
59,22,4,124,92,68,32,56,455126,7315,2010-06-02,15.7,5,1,1
58,21,4,130,100,97,30,33,424270,5985,2010-06-02,15.7,9,1,1
53,15,3,79,64,53,15,26,23426,455,2010-07-03,15.7,6,1,1
52,15,3,77,63,52,14,25,22100,455,2010-07-03,15.7,3,1,1
38,21,4,28,22,15,6,13,73815,5985,2010-06-02,15.7,3,1,1
39,21,4,29,23,15,6,14,82251,5985,2010-06-02,15.7,2,1,1
33,12,3,37,33,33,4,4,5456,220,2010-07-03,15.7,3,1,1
37,13,3,39,35,35,4,4,7770,286,2010-06-02,15.7,4,1,1
40,21,4,30,27,23,3,7,91390,5985,2010-06-02,15.7,6,1,1
30,9,5,1984,1307,1307,677,677,142506,126,2010-08-08,15.6,18,1,1
56,18,5,1216,545,514,671,702,3819816,8568,2010-08-04,15.6,6,1,1
28,9,5,1216,906,822,310,394,98280,126,2010-08-04,15.6,15,1,1
46,22,5,123,78,74,45,49,1370754,26334,2010-07-13,15.6,2,1,1
51,21,4,93,61,49,32,44,249900,5985,2010-07-28,15.6,7,1,1
45,21,4,51,37,35,14,16,148995,5985,2010-07-26,15.6,4,1,1
42,23,4,29,22,15,7,14,111930,8855,2010-08-04,15.6,7,1,1
41,22,4,29,23,15,6,14,101270,7315,2010-08-04,15.6,6,1,1
48,7,3,627,542,542,85,85,17296,35,2010-08-12,15.5,4,1,1
41,18,4,70,51,44,19,26,101270,3060,2010-08-22,15.5,4,1,1
39,8,4,1883,1326,1326,557,557,82251,70,2010-11-18,15.3,9,1,1
38,8,4,1606,1055,1055,551,551,73815,70,2010-11-18,15.3,3,1,1
40,8,4,1949,1425,1425,524,524,91390,70,2010-11-18,15.3,9,1,1
35,8,4,1116,832,832,284,284,52360,70,2010-11-11,15.3,6,1,1
42,7,3,409,330,330,79,79,11480,35,2010-11-22,15.3,8,1,1
44,7,3,486,409,409,77,77,13244,35,2010-11-18,15.3,6,1,1
33,11,4,223,156,135,67,88,40920,330,2010-11-05,15.3,6,1,1
43,7,3,448,387,387,61,61,12341,35,2010-11-14,15.3,5,1,1
42,8,3,274,216,216,58,58,11480,56,2010-11-17,15.3,9,1,1
54,8,3,523,466,466,57,57,24804,56,2010-10-28,15.3,8,1,1
41,8,3,253,205,205,48,48,10660,56,2010-11-17,15.3,11,1,1
53,21,4,111,74,61,37,50,292825,5985,2010-11-23,15.3,8,1,1
38,8,3,191,157,152,34,39,8436,56,2010-10-27,15.3,7,1,1
